"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"39 years"	"39"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Jan., 2018"	"2018/01"	707	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Feb., 2018"	"2018/02"	557	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Mar., 2018"	"2018/03"	671	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Apr., 2018"	"2018/04"	623	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"May, 2018"	"2018/05"	670	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Jun., 2018"	"2018/06"	647	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Jul., 2018"	"2018/07"	682	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Aug., 2018"	"2018/08"	685	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Sep., 2018"	"2018/09"	670	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Oct., 2018"	"2018/10"	722	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Nov., 2018"	"2018/11"	638	Not Applicable	Not Applicable
	"40 years"	"40"	"2018"	"2018"	"Dec., 2018"	"2018/12"	635	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Jan., 2019"	"2019/01"	694	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Feb., 2019"	"2019/02"	652	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Mar., 2019"	"2019/03"	729	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Apr., 2019"	"2019/04"	714	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"May, 2019"	"2019/05"	665	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Jun., 2019"	"2019/06"	690	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Jul., 2019"	"2019/07"	757	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Aug., 2019"	"2019/08"	753	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Sep., 2019"	"2019/09"	739	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Oct., 2019"	"2019/10"	712	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Nov., 2019"	"2019/11"	747	Not Applicable	Not Applicable
	"40 years"	"40"	"2019"	"2019"	"Dec., 2019"	"2019/12"	787	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Jan., 2020"	"2020/01"	766	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Feb., 2020"	"2020/02"	731	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Mar., 2020"	"2020/03"	831	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Apr., 2020"	"2020/04"	919	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"May, 2020"	"2020/05"	958	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Jun., 2020"	"2020/06"	880	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1078	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Aug., 2020"	"2020/08"	999	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Sep., 2020"	"2020/09"	908	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Oct., 2020"	"2020/10"	914	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Nov., 2020"	"2020/11"	951	Not Applicable	Not Applicable
	"40 years"	"40"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1010	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1068	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Feb., 2021"	"2021/02"	868	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Mar., 2021"	"2021/03"	978	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Apr., 2021"	"2021/04"	955	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"May, 2021"	"2021/05"	996	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Jun., 2021"	"2021/06"	964	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1045	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1294	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1320	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1178	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1013	Not Applicable	Not Applicable
	"40 years"	"40"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1189	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1185	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	882	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	914	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	876	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	956	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	940	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	994	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	949	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	954	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	944	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	892	Not Applicable	Not Applicable
	"40 years"	"40"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	980	Not Applicable	Not Applicable
	"40 years"	"40"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	946	Not Applicable	Not Applicable
	"40 years"	"40"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	772	Not Applicable	Not Applicable
	"40 years"	"40"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	392	Not Applicable	Not Applicable
	"40 years"	"40"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Jan., 2018"	"2018/01"	640	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Feb., 2018"	"2018/02"	634	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Mar., 2018"	"2018/03"	713	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Apr., 2018"	"2018/04"	689	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"May, 2018"	"2018/05"	650	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Jun., 2018"	"2018/06"	683	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Jul., 2018"	"2018/07"	698	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Aug., 2018"	"2018/08"	708	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Sep., 2018"	"2018/09"	693	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Oct., 2018"	"2018/10"	707	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Nov., 2018"	"2018/11"	659	Not Applicable	Not Applicable
	"41 years"	"41"	"2018"	"2018"	"Dec., 2018"	"2018/12"	711	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Jan., 2019"	"2019/01"	718	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Feb., 2019"	"2019/02"	622	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Mar., 2019"	"2019/03"	744	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Apr., 2019"	"2019/04"	705	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"May, 2019"	"2019/05"	702	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Jun., 2019"	"2019/06"	682	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Jul., 2019"	"2019/07"	730	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Aug., 2019"	"2019/08"	745	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Sep., 2019"	"2019/09"	703	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Oct., 2019"	"2019/10"	669	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Nov., 2019"	"2019/11"	724	Not Applicable	Not Applicable
	"41 years"	"41"	"2019"	"2019"	"Dec., 2019"	"2019/12"	712	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Jan., 2020"	"2020/01"	754	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Feb., 2020"	"2020/02"	756	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Mar., 2020"	"2020/03"	792	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Apr., 2020"	"2020/04"	920	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"May, 2020"	"2020/05"	972	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Jun., 2020"	"2020/06"	907	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1112	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1037	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Sep., 2020"	"2020/09"	911	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Oct., 2020"	"2020/10"	951	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Nov., 2020"	"2020/11"	912	Not Applicable	Not Applicable
	"41 years"	"41"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1094	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1110	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Feb., 2021"	"2021/02"	886	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1033	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1031	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"May, 2021"	"2021/05"	1021	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Jun., 2021"	"2021/06"	1022	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1105	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1298	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1365	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1235	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1126	Not Applicable	Not Applicable
	"41 years"	"41"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1198	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1284	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	971	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	998	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	938	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	985	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	976	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	993	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	973	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	937	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	892	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	970	Not Applicable	Not Applicable
	"41 years"	"41"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	1035	Not Applicable	Not Applicable
	"41 years"	"41"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	928	Not Applicable	Not Applicable
	"41 years"	"41"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	802	Not Applicable	Not Applicable
	"41 years"	"41"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	390	Not Applicable	Not Applicable
	"41 years"	"41"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Jan., 2018"	"2018/01"	784	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Feb., 2018"	"2018/02"	661	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Mar., 2018"	"2018/03"	675	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Apr., 2018"	"2018/04"	649	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"May, 2018"	"2018/05"	656	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Jun., 2018"	"2018/06"	677	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Jul., 2018"	"2018/07"	723	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Aug., 2018"	"2018/08"	729	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Sep., 2018"	"2018/09"	663	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Oct., 2018"	"2018/10"	700	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Nov., 2018"	"2018/11"	674	Not Applicable	Not Applicable
	"42 years"	"42"	"2018"	"2018"	"Dec., 2018"	"2018/12"	702	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Jan., 2019"	"2019/01"	770	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Feb., 2019"	"2019/02"	668	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Mar., 2019"	"2019/03"	714	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Apr., 2019"	"2019/04"	740	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"May, 2019"	"2019/05"	731	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Jun., 2019"	"2019/06"	684	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Jul., 2019"	"2019/07"	727	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Aug., 2019"	"2019/08"	764	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Sep., 2019"	"2019/09"	734	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Oct., 2019"	"2019/10"	740	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Nov., 2019"	"2019/11"	755	Not Applicable	Not Applicable
	"42 years"	"42"	"2019"	"2019"	"Dec., 2019"	"2019/12"	764	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Jan., 2020"	"2020/01"	810	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Feb., 2020"	"2020/02"	748	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Mar., 2020"	"2020/03"	833	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1009	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"May, 2020"	"2020/05"	949	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Jun., 2020"	"2020/06"	883	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Jul., 2020"	"2020/07"	972	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1001	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Sep., 2020"	"2020/09"	887	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Oct., 2020"	"2020/10"	882	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Nov., 2020"	"2020/11"	928	Not Applicable	Not Applicable
	"42 years"	"42"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1089	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1188	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Feb., 2021"	"2021/02"	892	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Mar., 2021"	"2021/03"	979	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1019	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"May, 2021"	"2021/05"	1055	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Jun., 2021"	"2021/06"	1027	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1082	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1432	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1439	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1272	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1137	Not Applicable	Not Applicable
	"42 years"	"42"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1219	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1313	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1033	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	983	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	961	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	945	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	964	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	976	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	1015	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	954	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	1040	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	997	Not Applicable	Not Applicable
	"42 years"	"42"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	1068	Not Applicable	Not Applicable
	"42 years"	"42"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	1015	Not Applicable	Not Applicable
	"42 years"	"42"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	798	Not Applicable	Not Applicable
	"42 years"	"42"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	436	Not Applicable	Not Applicable
	"42 years"	"42"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Jan., 2018"	"2018/01"	803	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Feb., 2018"	"2018/02"	718	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Mar., 2018"	"2018/03"	749	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Apr., 2018"	"2018/04"	726	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"May, 2018"	"2018/05"	748	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Jun., 2018"	"2018/06"	759	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Jul., 2018"	"2018/07"	756	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Aug., 2018"	"2018/08"	785	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Sep., 2018"	"2018/09"	717	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Oct., 2018"	"2018/10"	681	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Nov., 2018"	"2018/11"	725	Not Applicable	Not Applicable
	"43 years"	"43"	"2018"	"2018"	"Dec., 2018"	"2018/12"	735	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Jan., 2019"	"2019/01"	687	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Feb., 2019"	"2019/02"	683	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Mar., 2019"	"2019/03"	779	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Apr., 2019"	"2019/04"	724	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"May, 2019"	"2019/05"	737	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Jun., 2019"	"2019/06"	745	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Jul., 2019"	"2019/07"	771	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Aug., 2019"	"2019/08"	757	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Sep., 2019"	"2019/09"	694	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Oct., 2019"	"2019/10"	775	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Nov., 2019"	"2019/11"	720	Not Applicable	Not Applicable
	"43 years"	"43"	"2019"	"2019"	"Dec., 2019"	"2019/12"	856	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Jan., 2020"	"2020/01"	895	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Feb., 2020"	"2020/02"	737	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Mar., 2020"	"2020/03"	846	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1027	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"May, 2020"	"2020/05"	990	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Jun., 2020"	"2020/06"	973	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1087	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Aug., 2020"	"2020/08"	972	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Sep., 2020"	"2020/09"	942	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Oct., 2020"	"2020/10"	951	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1015	Not Applicable	Not Applicable
	"43 years"	"43"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1103	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1247	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1001	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1003	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1076	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"May, 2021"	"2021/05"	988	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Jun., 2021"	"2021/06"	1048	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1067	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1495	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1492	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1269	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1078	Not Applicable	Not Applicable
	"43 years"	"43"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1249	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1325	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1020	Not Applicable	Not Applicable
	"43 years"	"43"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	1032	Not Applicable	Not Applicable
